2018-04-26 06:14:27	75eec4178cd7843b3e2be7e495a0fd17:ot8LideZIa63zDS1sIzQEZAjjRRb6auR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:16:17	e2756d9c8e1335cb46b16eec7091dd53:5lmc6PMGXrCMkCExnb3qZrqlhT8rJKRU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:17:34	a7a87cd1dc9f1eea88f5a420a705b29c:3qLBBzolvIUHa9Jrdk5nMUkPnCydgCB3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:19:23	26196fe462e5589cac176a323c57f7ff:LQX7znZvh55UItqMDDhsBsnKe7wqO63f	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:22:40	0c26e4e7ca35d9921d0809c89f7c882e:mDS117qRk46Wg7vyIKrOw5sEyVtghA3v	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:28:10	6acfa50cb729dd641749ee4cafdf4fe2:qIQaCoiZOsnad973M1o6JYiHHYlENwYP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:31:14	a779fcdf4faa818dbcdf6a1bab07d0e3:7pJK2YsfleOVh6DImY98kBK3m4n9AXHI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:33:11	d66f744001f282e3843792d7ed81ef41:MNvDZ3HlkO7GblseOOxXsnpUlVPcHT05	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:34:24	cf12b2f5e346b8e30c135fb22d9a5c85:HGWzkoCyk33VRlkDcLHmb5W4cnnftD4C	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:36:20	275a80b7c37b08c829785b8e323537a2:9TuvJd6OU0gC0NLDNiO6zfeA7ueItTUr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
2018-04-26 06:38:26	014d4567f36d970566b7c5d2180a431d:hoA8eJTu5M5FdCbkugipfz1VUjSjdW6B	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.167.245
