2018-04-22 06:21:23	0406fd674b9e6cb680e58910964d7f6d:a46lQcGV4sokU7l9h0rr3JJLb8JOuljn	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:22:41	4deaa7f6cc4ba86a85b6c76e73ef7642:KMKYX3cn3NNvKZlhtjJL1otMPxLHGU1b	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:26:31	6ba298ae02232c69c9a924f9e4bd6a60:dg1qfiF9QkECp2aJuFaUZ290facPkDeG	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:27:54	a366420b925a3a371602f1357dc9dc4c:16RoG3Sf2PO9a45LJrZAbeffZbPAMLkv	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:29:12	7c1c607e7e118806c4ae14b9bcc7ad78:CbG3uNHRsRpit0SC4Zyxc5RguIsPsH2K	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:30:26	38bbb604b26ae34f5577fbdc25b7ce02:NgVp2iR0HJm7gOY6bWvgnZfhnfwcT8jd	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:31:41	cf62b421476d17ef1756b7ea75d702c9:whyAGFG7A13d6CiceHxOGH5203WcJExE	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:33:04	0a0d45197cbe163fd82078c828fc1689:loMgL8acP42Fqgi2b2mdps791zYXvkuK	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:34:36	14709a14b60c309cee3dc7f7aee37cc2:GDJ5WXbcznWKluejEtPevTrw0e3xztWd	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:41:13	77acab0a87f8f38774abb6a9998348e4:h1bXJrPFQy18ey6pECosBeQSF8nhaqNx	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
2018-04-22 06:42:34	729896e869fc68f569dc7826b19bb652:11ZxbHM2NztJXk9DZEnvChPEeKQmfy1N	Q1:信義之星-中興里區民活動中心	,信義後花園-松隆映像	,公園內建廁所	,樂活後山埤一號計畫	,閃亮永春-商圈重生	,台北市新亮點最長巷之前世今生	,;	223.140.19.174
