2018-04-18 00:09:44	28649cf0708fac36ffc299f3645cd696:8aIK9gRj4gvoa6EuPwxHCh66cNknALZn	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	27.52.9.43
2018-04-18 00:11:26	cb35f057e4b5f2c47b344c38363f53a4:ElHp3W7X43W8bYUuRIj6MdwUbr0bCZtO	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.186.193
2018-04-18 00:21:32	bc5cec9005958d674841c5f1f463af4b:WgIhZzpzWRJmInDOG5eLWARtNoVyhQ1z	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	110.50.159.197
2018-04-18 00:43:13	7bba74d25aaf90bde9290e10515ef549:GLMmr77csnfAUYcxlcUKB5hIIICrY1r5	Q1:克強公園游泳池變身為複合式運動中心,通河西街二段底堤壁美化,;	106.105.8.67
2018-04-18 00:47:22	531ea36e0b7ba7612cf91e75c90ed669:N1V8LP9adxZFPsOV2KF8S1jLJUsBf35O	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	27.246.138.215
2018-04-18 06:47:21	fb500399cba43b0a70e92785e8315063:6B1MrmzRCbFfd7QXmftfaX8BH1o22Bau	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	223.136.166.195
2018-04-18 07:04:11	6c795a56af150a44c67223ada3d6d57c:vUM7l2DvjWEUBU9xNt1nEutW588JmMup	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.142.77
2018-04-18 07:06:22	d4e83ab0058add94b0381678572ab04f:2l2yt1mDaFiEk5PqtGsmWu0g4ebcIkm0	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.15.19.219
2018-04-18 07:53:13	fac117cf36f6bfe8b4457ebc95270709:zF1l8we7bg2dcyWiPxinF7ZQeg7vot5B	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.160.56
2018-04-18 07:54:40	7283f3c1a3e6c70938556ff8711e2083:F5zn7I2tSMiOvPpuYZb2E3TvwwOqUWsr	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	110.28.133.40
2018-04-18 07:55:07	54d09fa04f2825b8aadc79742e2f2f0d:NBsZq07YfeSeMUvd5Ydh1KkNm3hN0FMG	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	223.136.221.204
2018-04-18 08:17:15	61d249e2628fd407ec337b52ea71d3a7:OtIDypAFRY2atKtHIR0aVPrEc1o2V1dZ	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	39.8.102.198
2018-04-18 08:19:23	71ac30d311897c02a681d0ea4f0cce0a:w9JxNPFCwGvwzoQGBEE1AMiyKOOLdjW6	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.160.81
2018-04-18 08:21:21	b9075ed8635e8bf0e3a1b82d4a99769c:z8X3ku47UJhY045B4kqweLubDINWTdYz	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.195.221
2018-04-18 08:28:24	b4e808596850f9484fe19a373a4b2b5d:4WBDZFN3W638kWXThGqvjp1t4pUO48K0	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.195.221
2018-04-18 08:30:51	520a31cccbbc117fb569cd2a51315e36:yL86JfvaU8rxfhg8OU6apbwDkvyCihXw	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.15.181.44
2018-04-18 08:31:23	a5bce27d92ef110da9695a550ee056f6:Zfd38lRUcMwjVmmRghgBRYAbSAG38oL8	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.195.221
2018-04-18 08:37:04	aeace5d578a447fdbbe2010bf88027fa:LqSWQRKXsdcMS2wu5YgisQiSD8RiEiUS	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.140.233.184
2018-04-18 08:39:32	320668c183cf4858cab58877bad2bc7a:rR2r6wEYGAiUJEEXe9auY0Elnpg1PkgM	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	172.29.164.29
2018-04-18 08:42:19	09cc590a5a32140661c5501ee27cf210:SYMi8Z46RFOddAeDzFNsXOFXX3530L95	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	110.50.155.191
2018-04-18 08:45:07	180e0b76aac9655f43b30f99c3fe0f52:m8myUfD8HuggQ619dSU9ZyRcpr28ZpO1	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.160.162
2018-04-18 08:49:21	0f878dcef79e3d9069cddc14667ac98a:DquiDh26NazjXD2brJjhe8koJ837eyM1	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.164.241
2018-04-18 08:49:39	0e34e12585f1ce6f832770fc0a3cbc63:DLVk71RagqoGoHQPVyqdM6J4MI0uEaya	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.248.203.71
2018-04-18 08:50:22	ecd6da43528ddcc59687e2e944787e81:RVYzf2D7O5yl7n5F2ipbokPK3SS3xsDE	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	172.29.160.123
2018-04-18 08:50:45	4318d3f30025d8a28d4cf0e570631572:f3pn7SgdPYtvTYnEaw4gV6MVO8cCcVtk	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	172.29.160.189
2018-04-18 08:52:29	bc0c142036d4a567e49455cc168b3335:NPe2CnNXPqNfMJMQnlGKnOimZZCln1el	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	172.29.160.123
2018-04-18 08:53:08	4ff2a11fab89a87063054749c27f1ef4:oRLrfJVhXrK3ynYryqVXBBgikADkS6Ua	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.60
