2018-04-25 00:08:09	acc5c9240a79c90ee299b510a50e1313:sGELVyugOhkP71uVAi0rzInAiWNYylJp	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.236.88.6
2018-04-25 00:19:41	a55f4bab259adb4dd4982f33798a3d43:dVJSA1VlxImvyeaTjIpUi7Wway3qD9vY	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	218.164.2.212
2018-04-25 00:33:27	c966c20a3eff0ff4571d0889df6e43be:dGQYNIR6SEA74Cw266CgNNoTq1wHHKCK	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	27.247.44.255
2018-04-25 00:36:00	af5489516ba1bd1e8379de030b04c5c1:CxQTlWLFMmaZpFzkJCrl1K1aIzAyIYGs	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	123.193.94.28
2018-04-25 00:55:14	eeaac710965e79d266f2f99dbbb85a8f:OTlGjmmVBiY4HaE2k0pM4GrNEMefuMYr	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	175.183.32.117
2018-04-25 01:58:42	7189e825942a3667206eb19e3547aada:gJkZ0ljMi6HcGuIUGcqCcmm5llpUapYc	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	1.164.171.104
2018-04-25 02:03:23	2eb99c54dabfb8e5dcdbf649494035da:uh5yE9NohWZysXmnkDTMamG246B5ApAG	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	58.114.212.176
2018-04-25 02:18:21	25f7f6f4150386cc4b7118b453985cbb:C4ZaF67KqRV0Tu43Lf6yF5tzdwnNBwzy	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.24.23.29
2018-04-25 02:37:53	60b09c9ab5a00328bb914687f7081615:8o535ajl5JPg3hpVXWAvcw4fgDMM3kI1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	117.19.2.32
2018-04-25 03:58:39	18453c259ddc0132a05d27e287b6e514:nbOm2uBE9MhchTgqcFhcU9HrM9ogr9S6	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.225.148.94
2018-04-25 04:02:48	3454f28f0c09e1080201d38e4e24f0eb:9aToDRLNHW3c7ZARVLTXbTwZLTzRFxyJ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.225.148.94
2018-04-25 06:40:07	a6bfa9124c8892f6625f5fef964ad5c6:pvIAcrc17Tz0BdgfgnXUzkL8YwGuVtvf	Q1:景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	61.223.43.1
2018-04-25 07:03:11	791cf86f538e687946729352f56ba31a:bNaUSnAWpKilJ54eRMujEjS7HXCTefpf	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	110.28.101.135
2018-04-25 07:08:33	ca1a2a7431d372507c85cf148e93d10e:02wZpqcNJhlCmXP3LHGHTW7wYDbDttbA	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	110.28.13.116
2018-04-25 07:18:09	71d175e948b9b7971427f770a6080c15:1KPcRYYduIVx6VILSJDERE4olldVTbEl	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	101.12.166.68
2018-04-25 07:21:15	3923b0e9d054d041ec9678e8fc587027:XQ8SZbAIBro9EXaAsNcgsbOZ6N3HNvKi	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	101.13.80.93
2018-04-25 07:30:51	ecbbef63ef3ff28df3c402b48143454a:X22GSVQxGjw4xebNs56W1heYrHNPI3H1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	220.98.164.180
2018-04-25 07:34:55	fda9e604d80b6ee2537d8e6a8be9387c:rUq0FgRnM3JGPPzwvpChhRT0M59Me7PG	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	118.160.79.79
2018-04-25 07:39:31	528c0a3bc67a1b5744d976cc876eb71e:FOcjkM0GjJihw2TneCkJK9Sj2FRVgoYQ	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	220.141.66.113
2018-04-25 07:42:56	c537763a62d13204bdedb53c818192d9:Ix1LUBd3gzE8U0RUNQg8OWTcj7qH5i5C	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.36.236.208
2018-04-25 07:50:13	c5bbaaebd8ebc63af6db315bde4e4d21:MDsREAu6kf6ETqlCzOqfSUCPFXyEovhN	Q1:綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.36.236.208
2018-04-25 08:24:01	261325b9b2fc3dcb8db57b1603adafda:unntAj9pODbpn9cQiecLQZoFmdUtNP0T	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:25:44	9a66aac4a0fb1c96be92118cd9e641d1:EDm0sgnvzQQhimdACCb35WszsU9HFe8L	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:26:43	199e8067773268587aa8eb08b0da65f2:joZVpSZJo96L8PeTZ0xg7mQQDcGjpQwy	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:28:52	775f632d9a30b636558a93a158eed610:0rr31X3rRH3fL0RMxEa0IPk5hrQKOSrz	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:30:40	d7c3965a9a9559618b157a0470ce37b7:WXvemKHNQUH85ux42baSidxKknaq9EN6	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:32:41	54226fc75d4d61f27d53ca84f7058d5f:2FLQzljRWLMKLMnxf3UWLDPutNe6vGhH	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:35:25	c773222235a87e5e37ceb9bb578791eb:VwyBt04CiJGt4CYTUlHfkKIO4tNcwulm	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:35:58	eb83690d4d681f9d31513b61d000f038:beHvAkvQXN9y48p3jGFEiynwTfon625P	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.13.12.31
2018-04-25 08:38:36	4b7f6a3bb6c80ce7f9936743491c121b:1qLOz9e6D2cMsv0db2PZeu5jBMOmEarW	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 08:46:48	e5067f99d3163778f0370655722a4243:WNMuat7UtALIBrCpBqK50i6rB5VRWFax	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.185.103
2018-04-25 08:46:56	6e0efc1cc66ff331560dde8c5e14b1e0:51C3FLjnKMi8jCELSlXudhEHOcfQBEGI	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	39.8.161.168
2018-04-25 08:49:44	56cf6b0fc61ac70d4b28fea36cf9d6ad:7Oh8ugdBMEfP4qDBXyhO7nbT2l2GFg9S	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.147.132
2018-04-25 08:51:51	08dcd2995a8d11739529a7911ba9a66f:9Fkk7NyJbuQg5kXZJqUdKPt6CYSYJDag	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.241.61
2018-04-25 08:54:07	5d1d29cfbf1ed4b67c72345951cad09a:ulNEN6eyfLSsEXWqbBvN3gchKy82X0P8	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	1.163.106.68
2018-04-25 08:55:10	f59d9d84c9ab70104c685b901c3c36d7:AanGabaMK0Z4cgQUs4xgV7E6HrAeKe0c	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 08:55:57	e015d8c53d61e86f71ed9b89a6d4a11a:PVZ5F1NcirlyWz5fxyamqvcrFBBnI4dU	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,;	140.119.115.116
2018-04-25 08:57:18	11b703eb3337f6eab83b084bf206b31c:C48so11VExXwd75MspuSuviTiWQzFlST	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.147.132
2018-04-25 08:57:28	8fdc9342cf17d0ef6539c78d6ae98c28:0SqBkHJrglnCMeCTGoxNdGaJwzatmxhd	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	114.136.51.217
2018-04-25 08:57:53	af45f80aa79167ab6359e774e61cdef1:LvuhQfthH0F9lKuLPzXvxjamPYvZ7H1Z	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 08:59:36	1a362c1edc1cec20830cda3c20dbb57a:mfz0yM4eeJx5Yhujdq65AW5mfjIKGlwH	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	110.26.132.203
2018-04-25 09:00:56	b6392fbc11d271a2b17c769fbb5ce101:CqEL5O6uO799n5GeZTIkzahP43H6rij4	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 09:02:09	e601d2f90f66634da2fefd564fe4b4f8:IamWO4Qa3KjmNpTRZiisupks8tMqHfSH	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 09:03:43	29d0a67a67e8f2279e3ffbb7bc44317a:QMqNiJ5O35QMFU3MTUL2zcW0CSTs7PMd	Q1:呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.23.94
2018-04-25 09:05:42	fd579a66f85a9216bde161efa4af200f:Y9UmknKIlwhdWrW427Rrd1XfXWedX1Gu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.136.51.217
2018-04-25 09:07:42	f565f5c7e19c330649cd8b960b1d9d42:AJ4OZL1eUPhPiOCv4C5wXd30BmaBvucG	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	114.136.51.217
2018-04-25 09:08:43	0a67416c425689476150141fc50c085e:cFPvXDocZNUNaQ31Z9vbZrwYnu8qSMgI	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.227.35.202
2018-04-25 09:09:52	3b49bb302a725e5d5c2f311f383f3334:8yWpBurDxEZKUWfRC1OwayZeFDd51qbm	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	210.71.217.243
2018-04-25 09:13:05	163a2df3c20a0ad5ee478aede330adcc:dbTQRDtgy5QDpA7mPStlN2cm91l2eyDv	Q1:景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	27.246.97.251
2018-04-25 09:13:20	54dee43b508a8492020b3d6d0b9c73c7:b7sfbXVK6ssXCq0TGRG25pCUV5HmzPk9	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	101.15.50.103
2018-04-25 09:13:55	ec9c52e74e8acb025867ac8391b46a0e:B06swtJ0O6wFypaWwq0MVmDlBa0dgIEp	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	49.219.150.189
2018-04-25 09:14:36	8613a9ab680cb100cc276a997461f7c8:DOqivGUSiv3jhmN9bwEApbeMMqIMnSkB	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	36.228.35.104
2018-04-25 09:14:58	463d752c40c90ec1ee3447e4bc3d6b75:XT2xKZAJ9Up6A4YXNf1uVUef7LXl8jxw	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.137.166.229
2018-04-25 09:18:15	775ddf3dc083c37ec1402d90e4bc4775:eJVqLYZ5TFi7U6hMet7lR7g0S3Rnfqkv	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	114.136.51.217
