2018-04-19 00:02:07	451484d9f7da5b3d33567d51a92291df:7dzLQNzquYlCvgeK5q1diZrbZ3S6MztG	Q1:安養平民化	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	118.166.48.151
2018-04-19 00:04:06	dfc144e09d20c18526f6553e8d40fc0c:Rh8bug1ox4SVnc0ZkoJnmB4okYjCf8SQ	Q1:安養平民化	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	114.136.143.82
2018-04-19 00:08:00	d5582d29d3fa2ab72e62e883ba3c2d83:VIW5scSGYyazrJYIEuGDrgknnydH0n8B	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	49.217.67.44
2018-04-19 00:19:36	c80b1318ce13bf158728dbaabfbd33f5:us5wWKUxQOH7zTTog77XQNUZATiq5y6y	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	27.247.36.246
2018-04-19 00:29:28	49a81474a09c09f9c1696e72bec27382:OM9w4uogne3fuMP4op2lQDYV8AEpnGZI	Q1:與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.136.45.56
2018-04-19 00:31:25	1e65871dc0150a01d93910c32995e2ed:qxippMAe6LWGBYMfQUNMifFszosDrL26	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.162.144.1
2018-04-19 00:31:58	959ca136eecc38ba877ff6018aa88b91:Pz36R6h6SPfCEQKHS8PPIrLoyNotHxrj	Q1:安養平民化	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	114.36.12.70
2018-04-19 00:33:15	cda024290f4d8aa8c144dce37fd2330d:Vvw2unpKvyEgmXxDMlsmgKPwQXd2CUvf	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	42.77.79.27
2018-04-19 00:59:50	6eae005b0d6c2d898a3b55139f552352:oCWkKLT1WvgTTHPa2sj4gMkxwEv0412w	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,;	1.162.62.110
2018-04-19 01:33:12	0e473d16c00c8cacf616f478f91f3dce:JMhOGldIHTCzmmBRHgZ96f3YkiaHJpQA	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	223.136.218.67
2018-04-19 01:38:38	2afe63aa91448d3d691c195eb7c0ec23:aCtM4KqbSlFXT4b0gQ8K3eerOgkGtqOO	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	101.15.137.120
2018-04-19 02:55:31	00a9ee0c2ec46d132d65c30e4968bbfb:x3dDJopLQHWeS999gCJyFNmHot8bdHcu	Q1:與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	114.44.221.47
2018-04-19 03:56:46	9ae1fdae25952dc23d7a7f25b6dadce6:8PduqUeh8JUdkI7dLT7wugE1UcotuiyL	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	1.162.47.40
2018-04-19 04:12:57	317b91b239597285d4b830bdb427b137:sgfWwXUG4rEWHjcVeXCccQbPS482FDK1	Q1:安養平民化	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	118.168.78.208
2018-04-19 04:28:17	8431d9ba53f75ae7f9ec12f825a814c5:cyarfQriYXkXKI6Cpc6ZNsv70Vi1JLE6	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	49.219.137.9
2018-04-19 05:02:48	f8d1640588433fd4e7fb870a67d18421:NbukPVjl48NVpxtMyD6zJz3YvpmrrMAA	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	114.34.5.33
2018-04-19 06:37:40	6c6d7b02cb0cbe0de573e1e5285ffa16:nqJ7GoJKOVoxJSwHURiWpOU46ZV9GTtZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	150.117.247.89
2018-04-19 06:39:27	d37c40e42366ef6c0fdb00d2b0195c2b:PWrzIiX7ubMuFXKWilwwBKYmRgBzVyK4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	150.117.247.89
2018-04-19 06:47:11	b8efc4766ca6bc2338eb6007994e7195:Q6ouXOv0ZOSs19jXbbGn9JTQNsjorORJ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.138.6
2018-04-19 06:49:16	537e36790cc3a5fba7cabc195191960d:htVf0yjYJOB8xkFDYYwA5xHqwbskMqAp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.138.6
2018-04-19 06:51:28	c852e642dac08f2d905f3fa4e677b358:5hmcChiB95UrrjwZZl1h1ciKsCSbUMZZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.138.6
2018-04-19 06:54:11	ce0b01dc32430b0fe9381d04bb8bac2b:Sb9FAHi53tegH407KfBRjWuBWoyuKBXb	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.138.6
2018-04-19 06:56:26	31d93d14c9e09e4ffaf18e7a1de941b0:3u3MV9NVgwAXErB1my35gZNyIDnFaB2l	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.138.6
2018-04-19 07:12:54	d78c8bd7b3cd0b2de2223a3652a6d31b:CTAByKNqAyMnlItbaNwexzKc07Ff3pa9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	101.9.196.114
2018-04-19 07:14:00	3545f7ebb12c71848e9acb64250cd131:19blCeRdflUENZN40NvWxrJ4QV9jskNV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	101.9.196.114
2018-04-19 07:26:50	c21e1edf37bae22c2eb4e930593c9fc9:26dPN12zmT3HIsuY2fhikIR60eQQ6ykV	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	220.229.70.90
2018-04-19 07:43:09	93700e6918af1ecfe00500ace1bcb361:NcmUYIbX7KhNetrsTuVJjfNyQSVdrIOW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	223.136.226.187
2018-04-19 07:54:48	17e98a5f7544fb24d36f44c0b12e1310:pmERDG9zI8WXXqk50QNXMgxUrTlXuZ3D	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	1.162.104.180
2018-04-19 07:58:21	f807b0101a4a0c86e8c543b8ff7c9401:LSWDGrBIDHzliEal4IxBGztpGLI4z8QT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	101.15.201.76
2018-04-19 08:09:36	abd771b2a3179a1729a1ffeceb0cbf20:tcvxq4NSsEty1XsqNJlfl5fdT22RT3e4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	114.36.114.100
2018-04-19 08:10:03	93bacdb2691f92b0234b2407d388c320:Y5IJSMUgF7wscCpbbPnfBiegIiDRPNmh	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,;	223.136.132.70
2018-04-19 08:18:25	623b6917562ae33fc87c5e05d5272930:WxPMac4RDMcnspO0WVdygTt9d18KrTBC	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	101.10.3.237
2018-04-19 08:20:01	00612f9fef8f531e6026f00ea4621657:kASlQaxbNHhTDmnUQV4ISfMDHMikJIVb	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,福州山觀景秘徑	,;	101.15.129.77
2018-04-19 08:25:29	e260d418cc6648415d76311ac640b2c2:4udvmHUDuLJOgIk00JgSrDpesWtzSOPw	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	175.180.97.124
2018-04-19 08:34:10	c22c41678ab73d1860ad427d78efb37d:zM9hs35sDWJvKBsK7FCWpOoH2Vc1gJFT	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,風華再現通化商圈	,福州山觀景秘徑	,;	123.193.32.199
2018-04-19 08:34:37	caff0ea4ea84a0a724ba64c273f9a4c2:orsyvtLLLhTY4YgyVvZHL9QyGbAfZ2oM	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,風華再現通化商圈	,;	175.180.97.124
2018-04-19 08:38:28	c9f37368b74d13eb5497da5c132ed977:tVE64sKg5GBAYmHi3TV9VBpQNc2Q6EZA	Q1:安養平民化	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	27.246.98.213
2018-04-19 08:41:30	87d1bff7670b28a95b46ee8b361c42d2:dnxZaHI6hOVV84vy6b9QLSRmjzVIXlVK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 08:43:49	100be0bd01a62636fb174249b02aeb6c:D44DfahQ2fNpiw8A7iBr67aBUhBN8l9m	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 08:44:39	2682ac0d8223e851365907fc7c2b5048:4FLV0e5GbeIngySgwjDHlzzBRPRIIWxk	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	27.247.129.119
2018-04-19 08:45:41	e616b83eae4955c8d0c3007c67ed6125:NCI77TZF3P5HSHHPuLR2qUwR8epKGZcV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	10.254.248.218
2018-04-19 08:55:55	136d12ca5713df2a89df395116ee4bb8:GtIeT34VZYG8W1Z7kGZDSjcJ4HzhRE7o	Q1:綠能台北－由腳做起	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	101.15.33.132
2018-04-19 08:59:20	3b63b112962b5ec13e21f619980f3705:pq4cp6jVsYGJxOvaQ5vX6J3cIpIvU1cv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.17.162
2018-04-19 09:01:47	0ac081063bdb2f999e32d9c6aacf07c4:u1bZRZR0fGCE5DnSF8E43mXDFZKrmewO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,;	172.28.19.72
2018-04-19 09:03:24	09aaf901f5903a6affb8d7cf36186ead:UU78pZ2yTrvlVv8bsj7wgwutV0gIWAhC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	210.242.194.197
2018-04-19 09:04:27	1fce4cec972a8dca7dac89dedb912b7d:iMvCWwNii9Nk3JGDVy42ramFurwipq95	Q1:安養平民化	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:05:38	cf9b641ecb62703f246ae03f2ff47daa:tIrfZO3lSkW2b0leeXhAUi40FHdWfel5	Q1:安養平民化	,與自然共生，社區老幼共好	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:09:09	7670af6b59d5d1d32218a59f77da3bd0:S4S89XsEGKadzVCnTbkboiIw3V8kCiUR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,;	172.28.19.72
2018-04-19 09:11:59	0ca1a3a9de0b00d88c1cbf9929cd7630:MwZBVCYSdlyjNBrqz9GChebc0XY0lCgZ	Q1:米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	114.36.236.3
2018-04-19 09:12:10	f2db9b5cd0ce944526916c220a9311cc:v6vPay9CmIMzjYjVPp4nJMORJ8w10qhK	Q1:安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.19.72
2018-04-19 09:12:47	6800eb2b0aed7879ee71532551e669ad:vnxMa9CBAkBYCGve2Gd55w2rNV7ixC0K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區老幼共好	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.127.87
