2018-04-21 00:01:53	e03168d66aadd05c517192e6a779c880:eWhZOBk8upMSLUSFJnK7N8AZogdlIR4N	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	1.200.213.7
2018-04-21 00:59:58	3a2d501a16a6823ca6ed07832f906b50:4JtQNWE42BwqJycU74mIUCbNypQuefwK	Q1:克強公園游泳池變身為複合式運動中心,通河西街二段底堤壁美化,;	36.224.174.105
2018-04-21 07:05:36	7a18d3770295981cf4b5692eb4d1dc7c:wzpb0JVFYTxdbOhvDGWWBhkEW0J1ve3a	Q1:克強公園游泳池變身為複合式運動中心,通河西街二段底堤壁美化,;	36.230.158.154
2018-04-21 07:54:04	dfd281058f9c6d453100ea58afbad1a4:axXDX4a6roMIGUQ8wwr9OyS0ZrqIxyep	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	36.227.39.52
2018-04-21 09:12:13	4a1d7bb28c835af08a3c3d01b2a51e54:3HySLjp5hiiGgF7voLWkFmIrcGUO8Vm9	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.231.115
2018-04-21 09:12:41	5fa97f76b98d006506ca145735e1bb19:guhEs1UysM6xB5O3lQ9Zq0TVaztfTMN2	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:13:12	36a23a8d7435c5dd2a36152ed151febf:M5CDtNm7RXcToreLtxdKGYvxouoiqXFF	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.181.96
2018-04-21 09:13:26	f94e3bc2358ea58849099db259d7209a:KlUm4ABJIiRepDXskYFBwv9z5NWD8jsQ	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.13.132.227
2018-04-21 09:15:42	6f63fe78c7a8f973784eb8398e224b61:vtALFpNFXAXO1nSV30WpTLrEnJqVTR6M	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.140.186.107
2018-04-21 09:18:07	bc2a57270b4024e71d570cba189659e2:1ryh93uQZWeixNIYzF1IIlYm7YywMsQS	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.216.44
2018-04-21 09:18:12	2c55a2518696566a3fe5f9484665594e:77ThzHVyBmyWYIRFfC5Bp4nVPszZYjp5	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.231.115
2018-04-21 09:18:27	557a91b722c0d32384622d58db38c4dc:agSoJGzhjpDMKpkbtFxXkKFJN0yX22rf	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.13.132.227
2018-04-21 09:19:14	e6adbe50546d12b15176a6ce12e93326:5XYdKX6XHIARI2ga9ZfqyD00GzsSB2Ux	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	27.242.37.38
2018-04-21 09:19:40	0752fd8d668899dca738cd44a061103e:sqeFPyeXqfK7Qa8CYjMWxTnirzAGES9X	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.216.44
2018-04-21 09:20:23	02afa395bcf0794ee044e58eb77cde98:sqvJNzlxGNOOOdICZ5e4qPkBgGycn4HK	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.181.96
2018-04-21 09:21:06	65ed4c9227e866c572881641fbaadccd:TxoMvrr4aNhgK98uTAecnExq3yUKW8MY	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.216.44
2018-04-21 09:21:23	db9eb574f21fdc430458dcc64f734e32:xykaApfKGllEN8gMkCIV01aRL08s4QsS	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:22:20	2232765132ae808e876dea17a6963cdc:9tLUPdulHI4FizmX2YrfYpre0EMHhxtg	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:22:33	f2870acb362491d8d4bcdddf76b9cace:GxWWGHJ73IFJiJ9JYKNiKLUVaONRNSYf	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	180.217.181.96
2018-04-21 09:22:44	d7a75dc0db39a61146e1ae4e1abf074b:OjX8v0G0s4kK8XYD5gCBDHE7ay8A1gNn	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.13.129.225
2018-04-21 09:23:36	41326645a843da20ecff13af63fe3831:8E5cVhzteq5AZfKJmnQkR0FvPNerdCBw	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:24:25	548eb030550cc2c97eddc4b69b0d8372:Fw4D6HpbAJyZG92NYNdoa2ev0l1haBg7	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.181.96
2018-04-21 09:24:37	5afba1d3acac295cee69a6c6b3fd2478:NSYG826jkG1DqG15XRL3XZ6Njtv2r4Yh	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	49.216.48.194
2018-04-21 09:24:58	1a4e1d37cd0b9af1ca422e32625a646f:kZOpyCVacVTDNxJZomWcVgvqe3Tai1YL	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	101.15.136.131
2018-04-21 09:25:11	82886e1f8123562ebe77aeb1e16542fa:P4Xc07SmYJuNdP1bw5H7rTxu1Pf6mp8I	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:25:54	cbae89b28964b647e2c1a751a936cffb:1O6lKJuKI9swvOUqSySZStfFpSkEwbms	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.216.44
2018-04-21 09:26:52	65001afc80874d97c350973e280128af:UrheSPViEWG6RD8cfTtRwf253B8FbazV	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:27:49	fa4092cc0cc4525bdc641a1bfeaffbe9:qM3567mF8OtnfcuMCr7WUTSSRalAySw1	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,;	180.217.181.96
2018-04-21 09:28:00	7112ab9785a25e20d0b1803d22e21a4c:ouHVn6u0pXAqTHHsabLCs2CTITzLtqVV	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:29:16	e15103f2b2a552c34b27b85a7052d7e6:JPt2omjEHDN2XUYKZzC61Dpvq65bWJpe	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	1.200.201.210
2018-04-21 09:29:29	7b6c0348f9f3c8806cc275e68462e773:5B7vb1fh5NxSomQOTCv7eh8CtMZvKs3k	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:30:03	9fa3caef39575e848cbea0ce97e11f9e:mVLUK1MeELZuStJcwzY6s2JpKD3vQt6V	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	223.136.231.115
2018-04-21 09:30:07	d6105ef28fa1ee78ff5bd2393a7c71e7:rF3RWbKXouR968SCTn4wo2Dzt5pZa0Vo	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.216.44
2018-04-21 09:30:49	bfcdaa36abc7b2b683bd02ef1c49c554:sDjWfx9juckPab5Odk2U6IyuzX0sc5Em	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.181.96
2018-04-21 09:31:08	b6298052fc3356c4fb60a0de3c9d8db2:AKy9GBEkMeYebvzHxgqs5EYbcmphMKHj	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	111.71.10.229
2018-04-21 09:31:40	015559d800b5980b404bb750cfb893b3:DdwiCURL1IUAVGqnv4vtgLDJ7XDkPMr9	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
2018-04-21 09:33:10	b16503e7fedc70056fa23b0417bd99c4:hm61we65EB06LCBlLX30kBU36lrEJd1U	Q1:克強公園游泳池變身為複合式運動中心,通河西街二段底堤壁美化,;	223.136.207.136
2018-04-21 09:33:54	2b44f8b0ffe291cdbb7c3d0f9cc41322:nEo9dgsAR4hPFyGvOQGpdcYMgNyDJvwE	Q1:彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	180.217.181.96
2018-04-21 09:34:14	146fdb2cad805daa63731f7cbfbb09f9:bMugx8lHwNdbXp6z7TupcBGntnBweHmG	Q1:克強公園游泳池變身為複合式運動中心,彩虹步道的彩虹橋,通河西街二段底堤壁美化,;	172.29.161.59
